Domain,Area,Element,Crop,Year,Unit,Value
Crops,Burundi,Area harvested,Bananas,2016,ha,125207
Crops,Burundi,Area harvested,Bananas,2017,ha,105885
Crops,Burundi,Area harvested,Bananas,2018,ha,216229
Crops,Burundi,Area harvested,Bananas,2019,ha,152373
Crops,Burundi,Area harvested,"Beans, dry",2016,ha,588096
Crops,Burundi,Area harvested,"Beans, dry",2017,ha,574267
Crops,Burundi,Area harvested,"Beans, dry",2018,ha,599139
Crops,Burundi,Area harvested,"Beans, dry",2019,ha,982533
Crops,Burundi,Area harvested,"Cashew nuts, with shell",2017,ha,283791
Crops,Burundi,Area harvested,"Cashew nuts, with shell",2018,ha,283986
Crops,Burundi,Area harvested,"Cashew nuts, with shell",2019,ha,276365
Crops,Burundi,Area harvested,Cassava,2016,ha,213118
Crops,Burundi,Area harvested,Cassava,2017,ha,308949
Crops,Burundi,Area harvested,Cassava,2018,ha,295769
Crops,Burundi,Area harvested,Cassava,2019,ha,296000
Crops,Burundi,Area harvested,Castor oil seed,2016,ha,0
Crops,Burundi,Area harvested,Castor oil seed,2017,ha,0
Crops,Burundi,Area harvested,Castor oil seed,2018,ha,0
Crops,Burundi,Area harvested,Castor oil seed,2019,ha,0
Crops,Burundi,Area harvested,"Groundnuts, with shell",2016,ha,12149
Crops,Burundi,Area harvested,"Groundnuts, with shell",2017,ha,11064
Crops,Burundi,Area harvested,"Groundnuts, with shell",2018,ha,19222
Crops,Burundi,Area harvested,"Groundnuts, with shell",2019,ha,16275
Crops,Burundi,Area harvested,Maize,2016,ha,164306
Crops,Burundi,Area harvested,Maize,2017,ha,175965
Crops,Burundi,Area harvested,Maize,2018,ha,190003
Crops,Burundi,Area harvested,Maize,2019,ha,270755
Crops,Burundi,Area harvested,Millet,2016,ha,8947
Crops,Burundi,Area harvested,Millet,2017,ha,8888
Crops,Burundi,Area harvested,Millet,2018,ha,8829
Crops,Burundi,Area harvested,Millet,2019,ha,8770
Crops,Burundi,Area harvested,Oil palm fruit,2016,ha,8861
Crops,Burundi,Area harvested,Oil palm fruit,2017,ha,8931
Crops,Burundi,Area harvested,Oil palm fruit,2018,ha,8928
Crops,Burundi,Area harvested,Oil palm fruit,2019,ha,8940
Crops,Burundi,Area harvested,"Peas, dry",2016,ha,3281
Crops,Burundi,Area harvested,"Peas, dry",2017,ha,3362
Crops,Burundi,Area harvested,"Peas, dry",2018,ha,2572
Crops,Burundi,Area harvested,"Peas, dry",2019,ha,3235
Crops,Burundi,Area harvested,Potatoes,2016,ha,13769
Crops,Burundi,Area harvested,Potatoes,2017,ha,19987
Crops,Burundi,Area harvested,Potatoes,2018,ha,27097
Crops,Burundi,Area harvested,Potatoes,2019,ha,53689
Crops,Burundi,Area harvested,"Rice, paddy",2016,ha,63751
Crops,Burundi,Area harvested,"Rice, paddy",2017,ha,49501
Crops,Burundi,Area harvested,"Rice, paddy",2018,ha,49813
Crops,Burundi,Area harvested,"Rice, paddy",2019,ha,58997
Crops,Burundi,Area harvested,Seed cotton,2016,ha,2955
Crops,Burundi,Area harvested,Seed cotton,2017,ha,2615
Crops,Burundi,Area harvested,Seed cotton,2018,ha,3032
Crops,Burundi,Area harvested,Seed cotton,2019,ha,2400
Crops,Burundi,Area harvested,Sorghum,2016,ha,42526
Crops,Burundi,Area harvested,Sorghum,2017,ha,39234
Crops,Burundi,Area harvested,Sorghum,2018,ha,42513
Crops,Burundi,Area harvested,Sorghum,2019,ha,15809
Crops,Burundi,Area harvested,Soybeans,2016,ha,7315
Crops,Burundi,Area harvested,Soybeans,2017,ha,4491
Crops,Burundi,Area harvested,Soybeans,2018,ha,4582
Crops,Burundi,Area harvested,Soybeans,2019,ha,4600
Crops,Burundi,Area harvested,Sugar cane,2016,ha,3033
Crops,Burundi,Area harvested,Sugar cane,2017,ha,3250
Crops,Burundi,Area harvested,Sugar cane,2018,ha,3057
Crops,Burundi,Area harvested,Sugar cane,2019,ha,2668
Crops,Burundi,Area harvested,Sweet potatoes,2016,ha,54584
Crops,Burundi,Area harvested,Sweet potatoes,2017,ha,58303
Crops,Burundi,Area harvested,Sweet potatoes,2018,ha,62364
Crops,Burundi,Area harvested,Sweet potatoes,2019,ha,93578
Crops,Burundi,Area harvested,Tea,2016,ha,12029
Crops,Burundi,Area harvested,Tea,2017,ha,8883
Crops,Burundi,Area harvested,Tea,2018,ha,7772
Crops,Burundi,Area harvested,Tea,2019,ha,8389
Crops,Burundi,Area harvested,"Vegetables, fresh nes",2016,ha,54458
Crops,Burundi,Area harvested,"Vegetables, fresh nes",2017,ha,56018
Crops,Burundi,Area harvested,"Vegetables, fresh nes",2018,ha,57565
Crops,Burundi,Area harvested,"Vegetables, fresh nes",2019,ha,59100
Crops,Burundi,Area harvested,Wheat,2016,ha,20668
Crops,Burundi,Area harvested,Wheat,2017,ha,20240
Crops,Burundi,Area harvested,Wheat,2018,ha,16145
Crops,Burundi,Area harvested,Wheat,2019,ha,7645
Crops,Burundi,Area harvested,Yams,2016,ha,1367
Crops,Burundi,Area harvested,Yams,2017,ha,715
Crops,Burundi,Area harvested,Yams,2018,ha,809
Crops,Burundi,Area harvested,Yams,2019,ha,808
Crops,Comoros,Area harvested,Bananas,2016,ha,6075
Crops,Comoros,Area harvested,Bananas,2017,ha,4993
Crops,Comoros,Area harvested,Bananas,2018,ha,4453
Crops,Comoros,Area harvested,Bananas,2019,ha,3953
Crops,Comoros,Area harvested,Cassava,2016,ha,11347
Crops,Comoros,Area harvested,Cassava,2017,ha,11381
Crops,Comoros,Area harvested,Cassava,2018,ha,11415
Crops,Comoros,Area harvested,Cassava,2019,ha,11449
Crops,Comoros,Area harvested,"Cocoa, beans",2016,ha,136
Crops,Comoros,Area harvested,"Cocoa, beans",2017,ha,141
Crops,Comoros,Area harvested,"Cocoa, beans",2018,ha,146
Crops,Comoros,Area harvested,"Cocoa, beans",2019,ha,151
Crops,Comoros,Area harvested,"Groundnuts, with shell",2016,ha,1144
Crops,Comoros,Area harvested,"Groundnuts, with shell",2017,ha,1153
Crops,Comoros,Area harvested,"Groundnuts, with shell",2018,ha,1161
Crops,Comoros,Area harvested,"Groundnuts, with shell",2019,ha,1170
Crops,Comoros,Area harvested,Maize,2016,ha,3190
Crops,Comoros,Area harvested,Maize,2017,ha,3309
Crops,Comoros,Area harvested,Maize,2018,ha,3428
Crops,Comoros,Area harvested,Maize,2019,ha,3547
Crops,Comoros,Area harvested,Potatoes,2016,ha,45
Crops,Comoros,Area harvested,Potatoes,2017,ha,44
Crops,Comoros,Area harvested,Potatoes,2018,ha,44
Crops,Comoros,Area harvested,Potatoes,2019,ha,44
Crops,Comoros,Area harvested,"Rice, paddy",2016,ha,24969
Crops,Comoros,Area harvested,"Rice, paddy",2017,ha,25887
Crops,Comoros,Area harvested,"Rice, paddy",2018,ha,26799
Crops,Comoros,Area harvested,"Rice, paddy",2019,ha,27706
Crops,Comoros,Area harvested,Sisal,2016,ha,
Crops,Comoros,Area harvested,Sisal,2017,ha,
Crops,Comoros,Area harvested,Sisal,2018,ha,
Crops,Comoros,Area harvested,Sisal,2019,ha,
Crops,Comoros,Area harvested,Sweet potatoes,2016,ha,3214
Crops,Comoros,Area harvested,Sweet potatoes,2017,ha,3274
Crops,Comoros,Area harvested,Sweet potatoes,2018,ha,3334
Crops,Comoros,Area harvested,Sweet potatoes,2019,ha,3394
Crops,Comoros,Area harvested,Tomatoes,2016,ha,73
Crops,Comoros,Area harvested,Tomatoes,2017,ha,73
Crops,Comoros,Area harvested,Tomatoes,2018,ha,74
Crops,Comoros,Area harvested,Tomatoes,2019,ha,74
Crops,Comoros,Area harvested,"Vegetables, fresh nes",2016,ha,699
Crops,Comoros,Area harvested,"Vegetables, fresh nes",2017,ha,710
Crops,Comoros,Area harvested,"Vegetables, fresh nes",2018,ha,721
Crops,Comoros,Area harvested,"Vegetables, fresh nes",2019,ha,732
Crops,Comoros,Area harvested,Yams,2016,ha,844
Crops,Comoros,Area harvested,Yams,2017,ha,850
Crops,Comoros,Area harvested,Yams,2018,ha,855
Crops,Comoros,Area harvested,Yams,2019,ha,861
Crops,Djibouti,Area harvested,"Beans, dry",2016,ha,6953
Crops,Djibouti,Area harvested,"Beans, dry",2017,ha,6940
Crops,Djibouti,Area harvested,"Beans, dry",2018,ha,6926
Crops,Djibouti,Area harvested,"Beans, dry",2019,ha,6913
Crops,Djibouti,Area harvested,"Chillies and peppers, dry",2016,ha,300
Crops,Djibouti,Area harvested,"Chillies and peppers, dry",2017,ha,300
Crops,Djibouti,Area harvested,"Chillies and peppers, dry",2018,ha,300
Crops,Djibouti,Area harvested,"Chillies and peppers, dry",2019,ha,300
Crops,Djibouti,Area harvested,Maize,2016,ha,9
Crops,Djibouti,Area harvested,Maize,2017,ha,10
Crops,Djibouti,Area harvested,Maize,2018,ha,10
Crops,Djibouti,Area harvested,Maize,2019,ha,10
Crops,Djibouti,Area harvested,"Vegetables, fresh nes",2016,ha,4918
Crops,Djibouti,Area harvested,"Vegetables, fresh nes",2017,ha,4960
Crops,Djibouti,Area harvested,"Vegetables, fresh nes",2018,ha,5002
Crops,Djibouti,Area harvested,"Vegetables, fresh nes",2019,ha,5042
Crops,Eritrea,Area harvested,Barley,2016,ha,45000
Crops,Eritrea,Area harvested,Barley,2017,ha,45000
Crops,Eritrea,Area harvested,Barley,2018,ha,45000
Crops,Eritrea,Area harvested,Barley,2019,ha,45000
Crops,Eritrea,Area harvested,"Beans, dry",2016,ha,1957
Crops,Eritrea,Area harvested,"Beans, dry",2017,ha,2123
Crops,Eritrea,Area harvested,"Beans, dry",2018,ha,2235
Crops,Eritrea,Area harvested,"Beans, dry",2019,ha,2245
Crops,Eritrea,Area harvested,Chick peas,2016,ha,8736
Crops,Eritrea,Area harvested,Chick peas,2017,ha,8793
Crops,Eritrea,Area harvested,Chick peas,2018,ha,8848
Crops,Eritrea,Area harvested,Chick peas,2019,ha,8903
Crops,Eritrea,Area harvested,"Groundnuts, with shell",2016,ha,2899
Crops,Eritrea,Area harvested,"Groundnuts, with shell",2017,ha,2946
Crops,Eritrea,Area harvested,"Groundnuts, with shell",2018,ha,2993
Crops,Eritrea,Area harvested,"Groundnuts, with shell",2019,ha,3042
Crops,Eritrea,Area harvested,Maize,2016,ha,20000
Crops,Eritrea,Area harvested,Maize,2017,ha,20000
Crops,Eritrea,Area harvested,Maize,2018,ha,20000
Crops,Eritrea,Area harvested,Maize,2019,ha,20000
Crops,Eritrea,Area harvested,Millet,2016,ha,75000
Crops,Eritrea,Area harvested,Millet,2017,ha,75000
Crops,Eritrea,Area harvested,Millet,2018,ha,75000
Crops,Eritrea,Area harvested,Millet,2019,ha,75000
Crops,Eritrea,Area harvested,"Peas, dry",2016,ha,1472
Crops,Eritrea,Area harvested,"Peas, dry",2017,ha,1366
Crops,Eritrea,Area harvested,"Peas, dry",2018,ha,1262
Crops,Eritrea,Area harvested,"Peas, dry",2019,ha,1167
Crops,Eritrea,Area harvested,Potatoes,2016,ha,90
Crops,Eritrea,Area harvested,Potatoes,2017,ha,95
Crops,Eritrea,Area harvested,Potatoes,2018,ha,135
Crops,Eritrea,Area harvested,Potatoes,2019,ha,135
Crops,Eritrea,Area harvested,Sorghum,2016,ha,270000
Crops,Eritrea,Area harvested,Sorghum,2017,ha,270000
Crops,Eritrea,Area harvested,Sorghum,2018,ha,270000
Crops,Eritrea,Area harvested,Sorghum,2019,ha,270000
Crops,Eritrea,Area harvested,"Vegetables, fresh nes",2016,ha,14654
Crops,Eritrea,Area harvested,"Vegetables, fresh nes",2017,ha,14760
Crops,Eritrea,Area harvested,"Vegetables, fresh nes",2018,ha,14859
Crops,Eritrea,Area harvested,"Vegetables, fresh nes",2019,ha,14952
Crops,Eritrea,Area harvested,Wheat,2016,ha,25000
Crops,Eritrea,Area harvested,Wheat,2017,ha,25000
Crops,Eritrea,Area harvested,Wheat,2018,ha,25000
Crops,Eritrea,Area harvested,Wheat,2019,ha,25000
Crops,Ethiopia,Area harvested,Avocados,2016,ha,17835
Crops,Ethiopia,Area harvested,Avocados,2017,ha,18021
Crops,Ethiopia,Area harvested,Avocados,2018,ha,19759
Crops,Ethiopia,Area harvested,Avocados,2019,ha,20908
Crops,Ethiopia,Area harvested,Bananas,2016,ha,63213
Crops,Ethiopia,Area harvested,Bananas,2017,ha,59298
Crops,Ethiopia,Area harvested,Bananas,2018,ha,66081
Crops,Ethiopia,Area harvested,Bananas,2019,ha,67387
Crops,Ethiopia,Area harvested,Barley,2016,ha,1171213
Crops,Ethiopia,Area harvested,Barley,2017,ha,1014198
Crops,Ethiopia,Area harvested,Barley,2018,ha,800195
Crops,Ethiopia,Area harvested,Barley,2019,ha,950742
Crops,Ethiopia,Area harvested,"Beans, dry",2016,ha,709341
Crops,Ethiopia,Area harvested,"Beans, dry",2017,ha,688470
Crops,Ethiopia,Area harvested,"Beans, dry",2018,ha,332518
Crops,Ethiopia,Area harvested,"Beans, dry",2019,ha,281083
Crops,Ethiopia,Area harvested,"Beans, green",2016,ha,1774
Crops,Ethiopia,Area harvested,"Beans, green",2017,ha,1830
Crops,Ethiopia,Area harvested,"Beans, green",2018,ha,1886
Crops,Ethiopia,Area harvested,"Beans, green",2019,ha,1942
Crops,Ethiopia,Area harvested,Cabbages and other brassicas,2016,ha,42279
Crops,Ethiopia,Area harvested,Cabbages and other brassicas,2017,ha,34128
Crops,Ethiopia,Area harvested,Cabbages and other brassicas,2018,ha,48458
Crops,Ethiopia,Area harvested,Cabbages and other brassicas,2019,ha,42499
Crops,Ethiopia,Area harvested,Carrots and turnips,2016,ha,2578
Crops,Ethiopia,Area harvested,Carrots and turnips,2017,ha,4903
Crops,Ethiopia,Area harvested,Carrots and turnips,2018,ha,2556
Crops,Ethiopia,Area harvested,Carrots and turnips,2019,ha,4074
Crops,Ethiopia,Area harvested,Castor oil seed,2016,ha,6344
Crops,Ethiopia,Area harvested,Castor oil seed,2017,ha,5819
Crops,Ethiopia,Area harvested,Castor oil seed,2018,ha,6599
Crops,Ethiopia,Area harvested,Castor oil seed,2019,ha,6587
Crops,Ethiopia,Area harvested,Chick peas,2016,ha,225608
Crops,Ethiopia,Area harvested,Chick peas,2017,ha,242704
Crops,Ethiopia,Area harvested,Chick peas,2018,ha,239786
Crops,Ethiopia,Area harvested,Chick peas,2019,ha,208838
Crops,Ethiopia,Area harvested,"Chillies and peppers, dry",2016,ha,180701
Crops,Ethiopia,Area harvested,"Chillies and peppers, dry",2017,ha,152753
Crops,Ethiopia,Area harvested,"Chillies and peppers, dry",2018,ha,172142
Crops,Ethiopia,Area harvested,"Chillies and peppers, dry",2019,ha,174464
Crops,Ethiopia,Area harvested,"Chillies and peppers, green",2016,ha,9832
Crops,Ethiopia,Area harvested,"Chillies and peppers, green",2017,ha,10207
Crops,Ethiopia,Area harvested,"Chillies and peppers, green",2018,ha,10473
Crops,Ethiopia,Area harvested,"Chillies and peppers, green",2019,ha,11409
Crops,Ethiopia,Area harvested,"Cow peas, dry",2016,ha,233275
Crops,Ethiopia,Area harvested,"Cow peas, dry",2017,ha,243205
Crops,Ethiopia,Area harvested,"Cow peas, dry",2018,ha,217765
Crops,Ethiopia,Area harvested,"Cow peas, dry",2019,ha,220037
Crops,Ethiopia,Area harvested,Fibre crops nes,2016,ha,326542
Crops,Ethiopia,Area harvested,Fibre crops nes,2017,ha,331425
Crops,Ethiopia,Area harvested,Fibre crops nes,2018,ha,336412
Crops,Ethiopia,Area harvested,Fibre crops nes,2019,ha,341465
Crops,Ethiopia,Area harvested,"Fruit, citrus nes",2016,ha,359
Crops,Ethiopia,Area harvested,"Fruit, citrus nes",2017,ha,324
Crops,Ethiopia,Area harvested,"Fruit, citrus nes",2018,ha,296
Crops,Ethiopia,Area harvested,"Fruit, citrus nes",2019,ha,274
Crops,Ethiopia,Area harvested,"Fruit, tropical fresh nes",2016,ha,6652
Crops,Ethiopia,Area harvested,"Fruit, tropical fresh nes",2017,ha,6868
Crops,Ethiopia,Area harvested,"Fruit, tropical fresh nes",2018,ha,7087
Crops,Ethiopia,Area harvested,"Fruit, tropical fresh nes",2019,ha,7303
Crops,Ethiopia,Area harvested,Garlic,2016,ha,15381
Crops,Ethiopia,Area harvested,Garlic,2017,ha,19412
Crops,Ethiopia,Area harvested,Garlic,2018,ha,21754
Crops,Ethiopia,Area harvested,Garlic,2019,ha,18344
Crops,Ethiopia,Area harvested,Ginger,2016,ha,3819
Crops,Ethiopia,Area harvested,Ginger,2017,ha,3931
Crops,Ethiopia,Area harvested,Ginger,2018,ha,4044
Crops,Ethiopia,Area harvested,Ginger,2019,ha,4160
Crops,Ethiopia,Area harvested,Grapes,2016,ha,2813
Crops,Ethiopia,Area harvested,Grapes,2017,ha,3153
Crops,Ethiopia,Area harvested,Grapes,2018,ha,3612
Crops,Ethiopia,Area harvested,Grapes,2019,ha,4265
Crops,Ethiopia,Area harvested,"Groundnuts, with shell",2016,ha,74861
Crops,Ethiopia,Area harvested,"Groundnuts, with shell",2017,ha,80842
Crops,Ethiopia,Area harvested,"Groundnuts, with shell",2018,ha,84237
Crops,Ethiopia,Area harvested,"Groundnuts, with shell",2019,ha,87925
Crops,Ethiopia,Area harvested,"Leeks, other alliaceous vegetables",2016,ha,584
Crops,Ethiopia,Area harvested,"Leeks, other alliaceous vegetables",2017,ha,589
Crops,Ethiopia,Area harvested,"Leeks, other alliaceous vegetables",2018,ha,593
Crops,Ethiopia,Area harvested,"Leeks, other alliaceous vegetables",2019,ha,597
Crops,Ethiopia,Area harvested,Lemons and limes,2016,ha,1426
Crops,Ethiopia,Area harvested,Lemons and limes,2017,ha,1460
Crops,Ethiopia,Area harvested,Lemons and limes,2018,ha,1849
Crops,Ethiopia,Area harvested,Lemons and limes,2019,ha,1480
Crops,Ethiopia,Area harvested,Maize,2016,ha,3002159
Crops,Ethiopia,Area harvested,Maize,2017,ha,3166792
Crops,Ethiopia,Area harvested,Maize,2018,ha,2415024
Crops,Ethiopia,Area harvested,Maize,2019,ha,2274306
Crops,Ethiopia,Area harvested,"Mangoes, mangosteens, guavas",2016,ha,18448
Crops,Ethiopia,Area harvested,"Mangoes, mangosteens, guavas",2017,ha,17843
Crops,Ethiopia,Area harvested,"Mangoes, mangosteens, guavas",2018,ha,22257
Crops,Ethiopia,Area harvested,"Mangoes, mangosteens, guavas",2019,ha,18714
Crops,Ethiopia,Area harvested,Millet,2016,ha,456172
Crops,Ethiopia,Area harvested,Millet,2017,ha,456057
Crops,Ethiopia,Area harvested,Millet,2018,ha,446909
Crops,Ethiopia,Area harvested,Millet,2019,ha,455580
Crops,Ethiopia,Area harvested,Mustard seed,2016,ha,4209
Crops,Ethiopia,Area harvested,Mustard seed,2017,ha,4241
Crops,Ethiopia,Area harvested,Mustard seed,2018,ha,4274
Crops,Ethiopia,Area harvested,Mustard seed,2019,ha,4306
Crops,Ethiopia,Area harvested,Oats,2016,ha,29298
Crops,Ethiopia,Area harvested,Oats,2017,ha,20282
Crops,Ethiopia,Area harvested,Oats,2018,ha,10780
Crops,Ethiopia,Area harvested,Oats,2019,ha,21282
Crops,Ethiopia,Area harvested,"Onions, dry",2016,ha,33603
Crops,Ethiopia,Area harvested,"Onions, dry",2017,ha,31673
Crops,Ethiopia,Area harvested,"Onions, dry",2018,ha,28185
Crops,Ethiopia,Area harvested,"Onions, dry",2019,ha,36373
Crops,Ethiopia,Area harvested,Oranges,2016,ha,2620
Crops,Ethiopia,Area harvested,Oranges,2017,ha,3706
Crops,Ethiopia,Area harvested,Oranges,2018,ha,5417
Crops,Ethiopia,Area harvested,Oranges,2019,ha,3617
Crops,Ethiopia,Area harvested,"Peas, dry",2016,ha,212531
Crops,Ethiopia,Area harvested,"Peas, dry",2017,ha,220508
Crops,Ethiopia,Area harvested,"Peas, dry",2018,ha,216786
Crops,Ethiopia,Area harvested,"Peas, dry",2019,ha,223657
Crops,Ethiopia,Area harvested,"Peas, green",2016,ha,549
Crops,Ethiopia,Area harvested,"Peas, green",2017,ha,562
Crops,Ethiopia,Area harvested,"Peas, green",2018,ha,575
Crops,Ethiopia,Area harvested,"Peas, green",2019,ha,587
Crops,Ethiopia,Area harvested,Pineapples,2016,ha,629
Crops,Ethiopia,Area harvested,Pineapples,2017,ha,610
Crops,Ethiopia,Area harvested,Pineapples,2018,ha,536
Crops,Ethiopia,Area harvested,Pineapples,2019,ha,482
Crops,Ethiopia,Area harvested,Potatoes,2016,ha,66923
Crops,Ethiopia,Area harvested,Potatoes,2017,ha,69611
Crops,Ethiopia,Area harvested,Potatoes,2018,ha,66635
Crops,Ethiopia,Area harvested,Potatoes,2019,ha,70362
Crops,Ethiopia,Area harvested,"Rice, paddy",2016,ha,48418
Crops,Ethiopia,Area harvested,"Rice, paddy",2017,ha,53107
Crops,Ethiopia,Area harvested,"Rice, paddy",2018,ha,63362
Crops,Ethiopia,Area harvested,"Rice, paddy",2019,ha,57576
Crops,Ethiopia,Area harvested,Seed cotton,2016,ha,60000
Crops,Ethiopia,Area harvested,Seed cotton,2017,ha,90000
Crops,Ethiopia,Area harvested,Seed cotton,2018,ha,140000
Crops,Ethiopia,Area harvested,Seed cotton,2019,ha,150000
Crops,Ethiopia,Area harvested,Sisal,2016,ha,982
Crops,Ethiopia,Area harvested,Sisal,2017,ha,1004
Crops,Ethiopia,Area harvested,Sisal,2018,ha,1025
Crops,Ethiopia,Area harvested,Sisal,2019,ha,1047
Crops,Ethiopia,Area harvested,Sorghum,2016,ha,1881971
Crops,Ethiopia,Area harvested,Sorghum,2017,ha,1896389
Crops,Ethiopia,Area harvested,Sorghum,2018,ha,1829662
Crops,Ethiopia,Area harvested,Sorghum,2019,ha,1828182
Crops,Ethiopia,Area harvested,Soybeans,2016,ha,36636
Crops,Ethiopia,Area harvested,Soybeans,2017,ha,38073
Crops,Ethiopia,Area harvested,Soybeans,2018,ha,64720
Crops,Ethiopia,Area harvested,Soybeans,2019,ha,54543
Crops,Ethiopia,Area harvested,Sugar cane,2016,ha,31228
Crops,Ethiopia,Area harvested,Sugar cane,2017,ha,27492
Crops,Ethiopia,Area harvested,Sugar cane,2018,ha,27827
Crops,Ethiopia,Area harvested,Sugar cane,2019,ha,32069
Crops,Ethiopia,Area harvested,Sunflower seed,2016,ha,6302
Crops,Ethiopia,Area harvested,Sunflower seed,2017,ha,5962
Crops,Ethiopia,Area harvested,Sunflower seed,2018,ha,5505
Crops,Ethiopia,Area harvested,Sunflower seed,2019,ha,5671
Crops,Ethiopia,Area harvested,Sweet potatoes,2016,ha,71755
Crops,Ethiopia,Area harvested,Sweet potatoes,2017,ha,58847
Crops,Ethiopia,Area harvested,Sweet potatoes,2018,ha,40222
Crops,Ethiopia,Area harvested,Sweet potatoes,2019,ha,52406
Crops,Ethiopia,Area harvested,Tea,2016,ha,10738
Crops,Ethiopia,Area harvested,Tea,2017,ha,10944
Crops,Ethiopia,Area harvested,Tea,2018,ha,11326
Crops,Ethiopia,Area harvested,Tea,2019,ha,11701
Crops,Ethiopia,Area harvested,Tomatoes,2016,ha,6299
Crops,Ethiopia,Area harvested,Tomatoes,2017,ha,5235
Crops,Ethiopia,Area harvested,Tomatoes,2018,ha,4322
Crops,Ethiopia,Area harvested,Tomatoes,2019,ha,6012
Crops,Ethiopia,Area harvested,"Vegetables, fresh nes",2016,ha,395
Crops,Ethiopia,Area harvested,"Vegetables, fresh nes",2017,ha,225
Crops,Ethiopia,Area harvested,"Vegetables, fresh nes",2018,ha,12
Crops,Ethiopia,Area harvested,"Vegetables, fresh nes",2019,ha,21
Crops,Ethiopia,Area harvested,"Vegetables, leguminous nes",2016,ha,1603
Crops,Ethiopia,Area harvested,"Vegetables, leguminous nes",2017,ha,1628
Crops,Ethiopia,Area harvested,"Vegetables, leguminous nes",2018,ha,1651
Crops,Ethiopia,Area harvested,"Vegetables, leguminous nes",2019,ha,1673
Crops,Ethiopia,Area harvested,Wheat,2016,ha,1696083
Crops,Ethiopia,Area harvested,Wheat,2017,ha,1696907
Crops,Ethiopia,Area harvested,Wheat,2018,ha,1747939
Crops,Ethiopia,Area harvested,Wheat,2019,ha,1789372
Crops,Ethiopia,Area harvested,Yams,2016,ha,5603
Crops,Ethiopia,Area harvested,Yams,2017,ha,5356
Crops,Ethiopia,Area harvested,Yams,2018,ha,4101
Crops,Ethiopia,Area harvested,Yams,2019,ha,5323
Crops,Kenya,Area harvested,Apples,2016,ha,82
Crops,Kenya,Area harvested,Apples,2017,ha,74
Crops,Kenya,Area harvested,Apples,2018,ha,238
Crops,Kenya,Area harvested,Apples,2019,ha,108
Crops,Kenya,Area harvested,Avocados,2016,ha,10305
Crops,Kenya,Area harvested,Avocados,2017,ha,16460
Crops,Kenya,Area harvested,Avocados,2018,ha,14497
Crops,Kenya,Area harvested,Avocados,2019,ha,23298
Crops,Kenya,Area harvested,Bananas,2016,ha,63299
Crops,Kenya,Area harvested,Bananas,2017,ha,77576
Crops,Kenya,Area harvested,Bananas,2018,ha,72748
Crops,Kenya,Area harvested,Bananas,2019,ha,76912
Crops,Kenya,Area harvested,Barley,2016,ha,16953
Crops,Kenya,Area harvested,Barley,2017,ha,21000
Crops,Kenya,Area harvested,Barley,2018,ha,20000
Crops,Kenya,Area harvested,Barley,2019,ha,22016
Crops,Kenya,Area harvested,"Beans, dry",2016,ha,1171710
Crops,Kenya,Area harvested,"Beans, dry",2017,ha,1030435
Crops,Kenya,Area harvested,"Beans, dry",2018,ha,1177173
Crops,Kenya,Area harvested,"Beans, dry",2019,ha,1167543
Crops,Kenya,Area harvested,"Beans, green",2016,ha,3570
Crops,Kenya,Area harvested,"Beans, green",2017,ha,3434
Crops,Kenya,Area harvested,"Beans, green",2018,ha,3304
Crops,Kenya,Area harvested,"Beans, green",2019,ha,3179
Crops,Kenya,Area harvested,Cabbages and other brassicas,2016,ha,26931
Crops,Kenya,Area harvested,Cabbages and other brassicas,2017,ha,15064
Crops,Kenya,Area harvested,Cabbages and other brassicas,2018,ha,22672
Crops,Kenya,Area harvested,Cabbages and other brassicas,2019,ha,25733
Crops,Kenya,Area harvested,Carrots and turnips,2016,ha,6867
Crops,Kenya,Area harvested,Carrots and turnips,2017,ha,6405
Crops,Kenya,Area harvested,Carrots and turnips,2018,ha,6344
Crops,Kenya,Area harvested,Carrots and turnips,2019,ha,8627
Crops,Kenya,Area harvested,"Cashew nuts, with shell",2016,ha,29830
Crops,Kenya,Area harvested,"Cashew nuts, with shell",2017,ha,24715
Crops,Kenya,Area harvested,"Cashew nuts, with shell",2018,ha,22655
Crops,Kenya,Area harvested,"Cashew nuts, with shell",2019,ha,22686
Crops,Kenya,Area harvested,Cassava,2016,ha,46535
Crops,Kenya,Area harvested,Cassava,2017,ha,68435
Crops,Kenya,Area harvested,Cassava,2018,ha,61592
Crops,Kenya,Area harvested,Cassava,2019,ha,69621
Crops,Kenya,Area harvested,Castor oil seed,2016,ha,13000
Crops,Kenya,Area harvested,Castor oil seed,2017,ha,14000
Crops,Kenya,Area harvested,Castor oil seed,2018,ha,14000
Crops,Kenya,Area harvested,Castor oil seed,2019,ha,14000
Crops,Kenya,Area harvested,Cauliflowers and broccoli,2016,ha,66
Crops,Kenya,Area harvested,Cauliflowers and broccoli,2017,ha,250
Crops,Kenya,Area harvested,Cauliflowers and broccoli,2018,ha,341
Crops,Kenya,Area harvested,Cauliflowers and broccoli,2019,ha,628
Crops,Kenya,Area harvested,Chick peas,2016,ha,3915
Crops,Kenya,Area harvested,Chick peas,2017,ha,3830
Crops,Kenya,Area harvested,Chick peas,2018,ha,3745
Crops,Kenya,Area harvested,Chick peas,2019,ha,3661
Crops,Kenya,Area harvested,"Chillies and peppers, dry",2016,ha,2437
Crops,Kenya,Area harvested,"Chillies and peppers, dry",2017,ha,2275
